Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Image URL,Activities,Source
Pratinidhi Kahaniyan : Phanishwarnath Renu,,,,,Phanishwarnath Renu,"Renu, Phanishwarnath",,,,,,Rajkamal Prakashan,,2009/09/01,2009,,,,,"प्रेमचंद के बाद हिंदी कथा-साहित्य में रेणु उन थोड़े-से कथाकारों में अग्रगण्य हैं जिन्होंने भारतीय ग्रामीण जीवन का उसके सम्पूर्ण आंतरिक यथार्थ के साथ चित्रण किया है ! स्वाधीनता के बाद भारतीय गाँव ने जिस शहरी रिश्ते को बनाया और निभाना चाहा है, रेणु की नजर उससे होनेवाले सांस्कृतिक विघटन पर भी है जिसे उन्होंने गहरी तकलीफ के साथ उकेरा है ! मूल्य-स्तर पर उससे उनकी आंचलिकता अतिक्रमित हुई है और उसका एक जातीय स्वरुप उभरा है ! वस्तुतः ग्रामीण जन-जीवन के सन्दर्भ में रेणु की कहानियां अकुंठ मानवीयता, गहन रागात्मकता और अनोखी रसमयता से परिपूर्ण हैं ! यही करण है कि उनमे एक सहज सम्मोहन और पाठकीय संवेदना को परितृप्त करने की अपूर्व क्षमता है ! मानव-जीवन की पीड़ा अरु अवसाद, आनंद और उल्लास को एक कलात्मक लय-ताल सौंपना किसी रचनाकार के लिए अपने प्राणों का रस उंडेलकर ही संभव है और रेणु ऐसे ही रचनाकार हैं ! इस संग्रह में उनकी प्रायः सभी महत्त्पूर्ण कहानियाँ संकलित हैं !",,,,,,,,,,,144,,,,,75 ,Hindi,,,,,,9788126707874,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:39:52.189777970,,,,,,,IYpCduEy5psC,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/FFF892CD-97CB-4685-914B-2D46A2FEAC47,,
Pratinidhi Kahaniyan : Bhishma Sahni,,,,,Bhishma Sahni,"Sahni, Bhishma",,,,,,Rajkamal Prakashan Pvt. Limited,,,2009,,,,,,,,,,,,,,,,172,,,,, 75.00,Hindi,,,,,,9788126717064,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:41:08.860898017,,,,,,,WzfS6dYN5E0C,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/4F3482DE-8CEB-4155-AA93-F77A3F059A32,,
Musāfira,,,,,1935 Bashīr Badr,"Bashīr Badr, 1935",,,,,,,,,,,,,,,,,,,,,,,,,209,,,,, 195.00,,,,,,,9788183225908,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:42:23.246484994,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/818322590X.01Z.jpg,,
Apane kheta me,,,,,Nāgārjuna,Nāgārjuna,,,,,,Vani Prakashan,,,1997,,,,,,,,,,,,,,,,63,,,,, 175.00,Hindi,,,PK2098.M46 A88 1997,98901985,,9788170555728,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:43:01.883733034,,,,,,,VrRXvd5pQlAC,Hindi,0,0,,,,
Anguliyon ka orchestra. 1,,,,,Osamu Yamamoto,"Yamamoto, Osamu",,,,,,,,,,,,,,,,,,,,,,,,,244,,,,, 300.00,,,,,,,9789350729076,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:45:35.306532979,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350729075.01Z.jpg,,
Ek Violin Samandar Ke Kinare,,,,,Krishna Chander,"Chander, Krishna",,,,,,Rajkamal Prakashan,,2005/09/01,2005,,,,,"इस उपन्यास का नायक-केशव-हजारों साल पीछे छूट गई दुनिया से हमारी दुनिया में आया है । आया है एक लड़की से प्रेम करने की अटूट इच्छा लिये । वह लड़की उसे मिलती भी है, लेकिन त्रासदी यह है कि वह उसकी हत्या कर डालता है !––– –––तो जो व्यक्ति अपनी दुनिया से हमारी दुनिया में प्यार करने आया था, उसने हत्या क्यों की ? यही है इस उपन्यास का मुख्य सवाल, जिसका जवाब कृष्ण चंदर ने अपने खास अंदाज में दिया है । इस प्रक्रिया में उनका यह बहुचर्चित उपन्यास वर्तमान सभ्यता के पूँजीवादी जीवन–मूल्यों पर तो प्रहार करता ही है, उन मूल्यों को भी उजागर करता है, जो मानव–सभ्यता को निरंतर गतिशील बनाए हुए हैं । उनकी मान्यता है कि पुरानी दुनिया के सिद्धांतों से नई दुनिया को नहीं परखा जा सकता । नई दुनिया की स्त्री भी नई है-प्रेम के कबीलाई और सामंती मूल्य उसे स्वीकार नहीं । अब वह स्वतंत्र है । वास्तव में सतत परिवर्तनशील मूल्य–मान्यताओं का अंत: संघर्ष इस कथाकृति को जो ऊँचाई सौंपता है, वह अपने प्रभाव में आकर्षक भी है और मूल्यवान भी ।",,,,,,,,,,,164,,,,,95 ,Hindi,,,,,,9788171788200,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:48:48.439867019,,,,,,,ZppgTuGEu4cC,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/01444BC5-57FC-4049-AA87-4FA153538C7A,,
Merī priya kahāniyāṃ,,,,,Amṛtalāla Nāgara,"Nāgara, Amṛtalāla",,,,,,Rājapāla eṇḍ Sanz,,,2012,,,,,,,,,,,,,,,,,,,,, 150.00,,,,,,,9789350640654,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:49:16.760501980,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640651.01Z.jpg,,
Merī priya kahāniyāṃ,,,,,Rajendra Yādav,"Yādav, Rajendra",,,,,,Rājapāla eṇḍ Sanz,,,2012,,,,,,,,,,,,,,,,,,,,, 150.00,,,,,,,9789350640647,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:51:49.303372025,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640643.01Z.jpg,,
Merī priya kahāniyāṃ,,,,,Rajendra Yādav,"Yādav, Rajendra",,,,,,Rājapāla eṇḍ Sanz,,,2012,,,,,,,,,,,,,,,,,,,,, 150.00,,,,,,,9789350640647,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:54:02.926365017,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640643.01Z.jpg,,
Merī priya kahāniyāṃ,,,,,Rajendra Yādav,"Yādav, Rajendra",,,,,,Rājapāla eṇḍ Sanz,,,2012,,,,,,,,,,,,,,,,,,,,, 150.00,,,,,,,9789350640647,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:54:23.976613998,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640643.01Z.jpg,,
Merī priya kahāniyāṃ,,,,,Kāśīnātha Siṃha,"Siṃha, Kāśīnātha",,,,,,Rājapāla eṇḍ Sanz,,,2013,,,,,,,,,,,,,,,,,,,,, 165.00,,,,,,,9788170289159,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:54:47.849321961,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170289157.01Z.jpg,,
Merī priya kahāniyām̐,,,,,Bhīshma Sāhanī,"Sāhanī, Bhīshma",,,,,,,,,,,,,,,,,,,,,,,,,127,,,,, 150.00,,,,,,,9789350640692,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:55:46.735267043,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640694.01Z.jpg,,
Teen puraskrit natak,,,,,Vibhā Rānī,"Rānī, Vibhā",,,,,,Vani Prakashan,,,2002,,,,Hindi drama,,,,,,,,,,,,128,,,,, 200.00,Hindi,,,MLCSA 2003/01407 (P),2003306608,,9788170551317,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:56:18.438614010,,,,,,,FgQ8HbURIJEC,Hindi,0,0,,,,
Ruk̲h̲asata karo mujhe,,,,,Munavvar Rānā,"Rānā, Munavvar",,,,,,,,,,,,,,,,,,,,,,,,,196,,,,, 200.00,,,,,,,9789387409088,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:56:43.871142983,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9387409082.01Z.jpg,,
Aitabāra,,,,,Anjum Bārahbankvī,"Bārahbankvī, Anjum",,,,,,,,,,,,,,,,,,,,,,,,,120,,,,, 150.00,,,,,,,9789388241021,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:57:26.240053057,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9388241029.01Z.jpg,,
Sabase baṛā sipahiyā,,,,,Vīrendra Jaina,"Jaina, Vīrendra",,,,,,Vani Prakashan,,,1988,,,,Comics & Graphic Novels,"Novel, based on humorous themes.",,,,,,,,,,,131,,,,, 100.00,Hindi,,,MLCSA 89/00304 (P),89901604,,9788170551638,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:57:57.590458989,,,,,,,T8bK72xjKMQC,Hindi,0,0,,,,
Parīk̲h̲ānā,,,,,King of Oudh Wajid ʻAli Shah,"Wajid ʻAli Shah, King of Oudh",,,,,,,,,,,,,,,,,,,,,,,,,169,,,,, 225.00,,,,,2017352096,,9789350643907,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:59:25.596590995,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643901.01Z.jpg,,
Safeda s(ā)khī,,Manīsha Pushkale ke sātha Pīyūsha Daīyā kī bātacīta,,,Manīsha Pushkale,"Pushkale, Manīsha",,,,,,Vāṇī Prakāśana,,,2011,,,,Interviews,Transcript of interviews of a painter from India.,,,,,,,,,,,164,,,,, 295.00,Hindi,,,ND1010.P857 A35 2011,2013411596,,9789350007778,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 16:01:37.585224986,,,,,,,EuIttwAACAAJ,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/46C959BB-12B1-4E16-BA65-B8FC41ABCAFB,,
Kāyākalpa,,Pramāṇika va asaṅkshipta upanyāsa,,,1881-1936 Premacanda,"Premacanda, 1881-1936",,,,,,Sākshī Prakāśana,,,2012,,,,,,,,,,,,,,,,365,,,,, 180.00,,,,,,,9788186265888,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 16:04:01.943408966,,,,,,,,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/733C31FC-6C1C-4565-B54D-06D1352B9896,,
Tum Meri Jaan Ho Raziya B,,,,,Piyush Mishra,"Mishra, Piyush",,,,,,Rajkamal Prakashan,,2020/05/01,2020,,,,,"इस किताब में अभिनेता, गीतकार, संगीतकार, रंगकर्मी पीयूष मिश्रा की कविताएँ हैं। बकौल पीयूष ये कविताएँ उन्होंने अपने जीवन के एक खास दौर में लिखीं और इनका अपना एक खास मकसद था। ये अपने आप से, अपनी आत्मा के सच से साक्षात्कार की कविताएँ हैं। अपने आप और अपने परिजन-लोक को सम्बोधित। विपश्यना ध्यान के दौरान जब उन्हें अपने अब तक के जीवन पर दृष्टिपात करने का अवसर मिला तब उन्होंने इन कविताओं को लिखना शुरू किया। लेकिन जैसा कि लिखी जाने के बाद हर कविता करती है, वह अपने सर्जक-भर की नहीं रह जाती। ये भी नहीं हैं। हम भी इनमें अपने आप को देख सकते हैं। मन के एकाकी कोनों से झरीं ये पंक्तियाँ कभी अपनी एक लय लेकर आती हैं तो कभी असम्बद्ध-सा दिखने वाला आत्मालाप। हम में से हर किसी को किसी न किसी मौ$के पर अपने आप से रू-ब-रू होना होता है। उन क्षणों में ये कविताएँ हमें ज़रूर याद आएँगी।",,,,,,,,,,,78,,,,,99 ,English,,,,,,9789387462892,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 16:16:05.356801033,,,,,,,acDhDwAAQBAJ,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/31D7F27E-52CB-4463-928D-AEA6AD6E5162,,
Raṅgabhūmi,,,,,1881-1936 Premacanda,"Premacanda, 1881-1936",,,,,,,,,,,,,,,,,,,,,,,,,496,,,,, 795.00,,,,,,,9789350000830,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 16:18:28.758782982,,,,,,,,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/9DC017E3-7635-4232-9E60-B29F241DAFF0,,
Raṅgabhūmi,,,,,1881-1936 Premacanda,"Premacanda, 1881-1936",,,,,,,,,,,,,,,,,,,,,,,,,496,,,,, 795.00,,,,,,,9789350000830,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 16:19:03.160109996,,,,,,,,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/070D0E84-1CC3-4BCE-84C3-CCE1087859FB,,
Anbhai Sanchna,,Ālocanātmaka lekhana se eka cayana,,,Manager Pandey,"Pandey, Manager",,,,,,Vani Prakashan,,,2012,,,,Bibles,Critical essays on Hindi literature.,,,,,,,,,,,300,,,,,495 ,Hindi,,,,,,9789350009444,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 16:51:29.342211961,,,,,,,TkE5DwAAQBAJ,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/9C2907D7-E805-462B-8512-A31FADD851FD,,
Pratinidhi Kahaniyan : Bhishma Sahni,,,,,Bhishma Sahni,"Sahni, Bhishma",,,,,,Rajkamal Prakashan Pvt. Limited,,,2009,,,,,,,,,,,,,,,,172,,,,, 75.00,Hindi,,,,,,9788126717064,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 16:52:40.944604039,,,,,,,WzfS6dYN5E0C,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/2BCDD6B1-AE92-4116-A824-D25B66DA341F,,
Pratinidhi Kahaniyan : Mohan Rakesh,,,,,Mohan Rakesh,"Rakesh, Mohan",,,,,,Rajkamal Prakashan,,2003/01/01,2003,,,,,"मोहन राकेश की कहानियां नई कहानी को एक अपूर्व देन के रूप में स्वीकार की  जाती हैं ! इस संकलन में उनकी प्राय सभी प्रतिनिधि कहानियां संग्रहीत हैं,  जिनमें आधुनिक जीवन का कोई-न-कोई विशिष्ट पहलू उजागर हुआ है ! राकेश  मुख्यतः आधुनिक शहरी जीवन के कथाकार हैं, लेकिन उनकी संवेदना का दायरा  मध्यवर्ग तक ही सिमित नहीं है ! निम्नवर्ग भी पूरी जीवन्तता के साथ उनकी  कहानियों में मौजूद है ! इनके कथा-चरित्रों का अकेलापन सामाजिक संदर्भो की  उपज है ! वे अपनी जीवनगत जददोजहद में स्वतंत्र होकर भी सुखी नहीं हो पते,  लेकिन जीवन से पलायन उन्हें स्वीकार नहीं ! वे जीवन-संघर्ष की निरंतरता में  विश्वास रखते हैं ! पत्रों की इस संघर्ष शीलता में ही लेखक की रचनात्मक  संवेदना आश्चर्यजनक रूप से मुखर हो उठती है ! हम अनायास ही प्रसगानुकुल  कथा-शिल्प का स्पर्श अनुभव करने लगते हैं, जो कि अपनी व्यंगात्मक  सांकेतिकता और भावाकुल नाटकीयता से हमें प्रभावित करता है ! इसके साथ ही  लेखक की भाषा भी जैसे बोलने लगती है और अपने कथा-परिवेश को उसकी समग्रता  में धारण कर हमारे भीतर उतर जाती है !",,,,,,,,,,,143,,,,, 75.00,Hindi,,,,,,9788126707850,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 16:54:38.881574034,,,,,,,pGu7gcGnSbsC,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/2C7A87B7-8E46-4574-BBAC-5E52B7DBAED2,,
